"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"237","01/01/2012","01/05/2012","Rhys Murphy","21","Preston NE","England",5,"-  "," ","Arsenal"
"238","01/03/2012","01/04/2012","Sean McDermott","18","Leeds","England",0,"-  "," ","Arsenal"
"239","22/03/2012","02/05/2012","Benik Afobe","19","Reading","England",3,"-  "," ","Arsenal"
"240","22/03/2012","31/05/2012","Chuks Aneke","18","Preston NE","England",7,"-  "," ","Arsenal"
"241","17/11/2011","08/01/2012","Luke Freeman","19","Stevenage FC","England",26,"-  "," ","Arsenal"
"242","21/07/2010","30/06/2011","Francis Coquelin","19","FC Lorient","France",24,"1,30 Mill. €  "," ","Arsenal"
"243","01/07/2010","30/06/2011","Samuel Galindo","18","UD Salamanca","Spain",7,"500 Th. €  "," ","Arsenal"
"244","10/08/2010","01/01/2011","Kyle Bartley","19","Sheffield Utd.","England",21,"500 Th. €  "," ","Arsenal"
"245","02/11/2010","31/05/2011","Benik Afobe","17","Huddersfield","England",28,"500 Th. €  "," ","Arsenal"
"246","31/01/2011","30/06/2011","Gilles Sunu","19","FC Lorient","France",9,"500 Th. €  "," ","Arsenal"
"247","31/01/2011","30/06/2012","Kyle Bartley","19","Rangers","Scotland",5,"500 Th. €  "," ","Arsenal"
"248","02/07/2010","31/12/2010","Luke Freeman","18","Yeovil Town","England",13,"250 Th. €  "," ","Arsenal"
"249","21/02/2011","31/05/2011","James Shea","19","Southampton","England",0,"50 Th. €  "," ","Arsenal"
"250","28/07/2009","30/06/2010","Havard Nordtveit","19","1.FC Nuremberg","Germany",19,"1,00 Mill. €  "," ","Arsenal"
"251","09/02/2010","01/05/2010","Kyle Bartley","18","Sheffield Utd.","England",14,"175 Th. €  "," ","Arsenal"
"252","01/11/2009","01/02/2010","Rhys Murphy","18","Brentford","England",5,"-  "," ","Arsenal"
"253","19/02/2010","01/06/2010","Gilles Sunu","18","Derby","England",9,"-  "," ","Arsenal"
"254","18/08/2008","29/10/2008","Havard Nordtveit","18","UD Salamanca","Spain",3,"500 Th. €  "," ","Arsenal"
"255","10/03/2009","30/06/2009","Havard Nordtveit","18","Lillestrøm SK","Norway",17,"500 Th. €  "," ","Arsenal"
"256","01/08/2008","30/06/2009","Vincent van den Berg","19","PEC Zwolle","Netherlands",0,"150 Th. €  "," ","Arsenal"
"257","01/11/2008","01/05/2009","Abu Ogogo","18","Barnet","England",9,"-  "," ","Arsenal"
"258","01/01/2009","01/06/2009","Paul Rodgers","19","Northampt. Town","England",11,"-  "," ","Arsenal"
"259","30/01/2009","31/05/2009","Rui Fonte","18","Crystal Palace","England",10,"-  "," ","Arsenal"
"260","02/10/2008","31/12/2008","James Dunne","19","Nottm Forest","England",0,"-  "," ","Arsenal"
"261","01/01/2008","30/06/2008","Vincent van den Berg","18","Go Ahead Eagles","Netherlands",4,"-  "," ","Arsenal"
"262","04/08/2006","07/05/2007","Nicklas Bendtner","18","Birmingham","England",42,"1,50 Mill. €  "," ","Arsenal"
"263","29/08/2006","31/12/2006","Anthony Stokes","18","Falkirk FC","Scotland",16,"100 Th. €  "," ","Arsenal"
"264","01/01/2006","01/05/2006","Mark Howard","19","Falkirk FC","Scotland",5,"125 Th. €  "," ","Arsenal"
"265","01/03/2006","30/06/2006","Michael Jordan","19","Yeovil Town","England",0,"50 Th. €  "," ","Arsenal"
"266","20/08/2004","21/11/2004","Adam Birchall","19","Wycombe","England",12,"100 Th. €  "," ","Arsenal"
